t_sec, t_nanosec, x, y, orientation_x, orientation_y, orientation_z, orientation_w, longitudinal_velocity_mps, lateral_velocity_mps, acceleration_mps2, heading_rate_rps, front_wheel_angle_rad, rear_wheel_angle_rad
0, 0, -18.0067, -62.3051, 0.0109326, 0.00578066, -0.806868, 0.590602, 19.8614, 0, 0, -0.00149802, -0, -0
0, 0, -18.2557, -63.0747, 0.0109067, 0.00578819, -0.806651, 0.590899, 20.1799, 0, 0, 0.000390617, -0, -0
0, 0, -18.4409, -63.6564, 0.0104858, 0.00564267, -0.806101, 0.591657, 20.1799, 0, 0, -0.0365679, -0, -0
0, 0, -18.6825, -64.4406, 0.00856321, 0.00423605, -0.804094, 0.594426, 20.5327, 0, 0, -0.0348974, 0.0558792, -0
0, 0, -18.9175, -65.2314, 0.00706588, 0.00238262, -0.800901, 0.59875, 20.5327, 0, 0, 0.00353149, 0.0558792, -0
0, 0, -19.0912, -65.8277, 0.00656375, 0.001201, -0.798324, 0.602192, 20.5327, 0, 0, 0.0199284, 0.0558792, -0
0, 0, -19.263, -66.4271, 0.00667238, 0.00078171, -0.796006, 0.605251, 20.7793, 0, 0, 0.0385657, 0.0248728, -0
0, 0, -19.5478, -67.4329, 0.00853417, 0.00124609, -0.79339, 0.608652, 20.7793, 0, 0, 0.064083, 0.0248728, -0
0, 0, -19.7751, -68.2429, 0.0101815, 0.00111966, -0.791881, 0.610589, 21.0503, 0, 0, 0.0928121, -0, -0
0, 0, -20.0011, -69.058, 0.0118445, 0.000786476, -0.790725, 0.612057, 21.0503, 0, 0, 0.0640239, -0, -0
0, 0, -20.2256, -69.8785, 0.0133109, 0.000458895, -0.789818, 0.613196, 21.0503, 0, 0, 0.0736877, -0, -0
0, 0, -20.393, -70.4976, 0.0140716, 0.000275481, -0.789276, 0.613878, 21.3367, 0, 0, 0.0367681, -0, -0
0, 0, -20.6706, -71.5364, 0.0145877, -0.000847659, -0.788478, 0.614889, 21.3367, 0, 0, 0.0433465, -0, -0
0, 0, -20.8362, -72.1634, 0.0152696, -0.00103807, -0.788209, 0.615217, 21.6241, 0, 0, 0.0316567, -0, -0
0, 0, -21.0563, -73.0043, 0.015979, -0.00175073, -0.787906, 0.615585, 21.6241, 0, 0, 0.02918, -0, -0
0, 0, -21.2208, -73.6389, 0.016611, -0.00182544, -0.787769, 0.615744, 21.9208, 0, 0, 0.0396056, -0, -0
0, 0, -21.3853, -74.2767, 0.0166539, -0.00245699, -0.787606, 0.61595, 21.9208, 0, 0, 0.0232541, -0, -0
0, 0, -21.5492, -74.9175, 0.0167653, -0.0030192, -0.787371, 0.616244, 21.9208, 0, 0, 0.0185826, -0, -0
0, 0, -21.7089, -75.5636, 0.0158335, -0.00415827, -0.786105, 0.617876, 22.2426, 0, 0, -0.0333091, 0.0516679, -0
0, 0, -21.9149, -76.4314, 0.0144106, -0.00547118, -0.783045, 0.621774, 22.2426, 0, 0, -0.0394987, 0.0516679, -0
0, 0, -22.111, -77.306, 0.0133427, -0.00690522, -0.778301, 0.627711, 22.2426, 0, 0, 0.0103011, 0.0516679, -0
0, 0, -22.2998, -78.1857, 0.0133422, -0.00700151, -0.773381, 0.633762, 22.5103, 0, 0, -0.0043709, 0.0585019, -0
0, 0, -22.4375, -78.8495, 0.0137686, -0.00645564, -0.769946, 0.637928, 22.5103, 0, 0, -0.0300772, 0.0585019, -0
0, 0, -22.6627, -79.9634, 0.0140799, -0.0055282, -0.765365, 0.643419, 22.798, 0, 0, -0.000599766, -0, -0
0, 0, -22.7956, -80.636, 0.0141288, -0.0057302, -0.763162, 0.646028, 22.798, 0, 0, 0.0166811, -0, -0
0, 0, -22.9261, -81.3118, 0.0139973, -0.00600178, -0.761324, 0.648192, 22.798, 0, 0, 0.000506847, -0, -0
